place,year,mass_g,longitude,latitude,fell_found,Include
RC 027,1984,22.3,-103.25,33.8,Found,0
LEW 86058,1986,22.3,161.40303,-84.25817,Found,0
LEW 87144,1987,22.3,161.72012,-84.27242,Found,0
EET 87598,1987,22.3,157.17756,-76.28156,Found,0
LEW 88368,1988,22.3,161.37715,-84.25157,Found,0
QUE 93445,1993,22.3,168,-84,Found,0
GRA 98087,1998,22.3,-141.5,-86.71667,Found,0
DaG 769,1999,22.3,16.5375,26.91533,Found,0
MET 00943,2000,22.3,159.75,-79.68333,Found,0
Dho 464,2001,22.3,53.99437,18.2496,Found,0
Dho 1689,2011,22.3,54.2698,18.188,Found,0
Dho 831,2001,22.29,54.48912,19.04797,Found,0
Y-793370,1979,22.28,35.66667,-71.5,Found,0
LAP 03782,2003,22.27,-70,-86.36667,Found,0
GRV 051844,2006,22.21,75.258889,-72.98,Found,0
ALHA78169,1978,22.2,159.66667,-76.71667,Found,0
META78024,1978,22.2,155.75,-79.68333,Found,0
RKPA80237,1980,22.2,158.43047,-76.22227,Found,0
ALH 85110,1985,22.2,159.66667,-76.71667,Found,0
LEW 86456,1986,22.2,161.67904,-84.27412,Found,0
RC 074,1990,22.2,-103.51667,34.08333,Found,0
PCA 91113,1991,22.2,-68.7,-85.63333,Found,0
QUE 93242,1993,22.2,162.24816,-84.59107,Found,0
QUE 97614,1997,22.2,168,-84,Found,0
QUE 97487,1997,22.2,168,-84,Found,0
QUE 971001,1997,22.2,168,-84,Found,0
QUE 99381,1999,22.2,168,-84,Found,0
QUE 99382,1999,22.2,168,-84,Found,0
CdDL 029,2008,22.2,-117.472,35.296,Found,0
JaH 676,2011,22.2,55.69107,19.66395,Found,0
A-882099,1988,22.19,26,-72,Found,0
A-87344,1987,22.18,26,-72,Found,0
Y-75120,1975,22.17,35.66667,-71.5,Found,0
GRV 051680,2006,22.17,75.31472,-72.78028,Found,0
QUE 99893,1999,22.16,168,-84,Found,0
MET 01082,2001,22.14,155.75,-79.68333,Found,0
GRV 051881,2006,22.14,75.331389,-72.780278,Found,0
Y-81039,1981,22.12,35.66667,-71.5,Found,0
Y-75304,1975,22.1,35.66667,-71.5,Found,0
LEW 86026,1986,22.1,161.39099,-84.25265,Found,0
LEW 87195,1987,22.1,161.32205,-84.34675,Found,0
A-880740,1988,22.1,26,-72,Found,0
LEW 88157,1988,22.1,161.39013,-84.25184,Found,0
LEW 88259,1988,22.1,161.34972,-84.2838,Found,0
EET 90057,1990,22.1,156.47503,-76.28141,Found,0
EET 90723,1990,22.1,156.42565,-76.27832,Found,0
FRO 90002,1991,22.1,160.48016,-72.95502,Found,0
EET 92115,1992,22.1,156.33781,-76.05721,Found,0
GRA 98169,1998,22.1,-141.5,-86.71667,Found,0
QUE 99059,1999,22.1,168,-84,Found,0
MET 00876,2000,22.1,159.75,-79.68333,Found,0
MET 00937,2000,22.1,159.75,-79.68333,Found,0
MET 00667,2000,22.1,159.75,-79.68333,Found,0
SaU 431,2001,22.1,57.29693,21.0769,Found,0
GRV 052320,2006,22.1,75.326667,-72.7775,Found,0
HrDL 028,2008,22.1,-117.3101,35.05253,Found,0
JaH 623,2009,22.1,55.36403,19.43098,Found,0
El MÌ©dano 123,2011,22.1,-70.53333,-24.85,Found,0
Y-791085,1979,22.09,35.66667,-71.5,Found,0
Y-790049,1979,22.09,35.66667,-71.5,Found,0
Y-86286,1986,22.05,35.66667,-71.5,Found,0
A-881382,1988,22.05,26,-72,Found,0
Y-790574,1979,22.04,35.66667,-71.5,Found,0
A-881035,1988,22.03,26,-72,Found,0
A-881238,1988,22.02,26,-72,Found,0
GRV 021724,2003,22.02,75.29722,-72.78972,Found,0
GRV 050189,2006,22.02,75.27,-72.975,Found,0
Loxton,1968,22,140.56667,-34.45,Found,0
LEW 86268,1986,22,161.39722,-84.25424,Found,0
A-880900,1988,22,26,-72,Found,0
LEW 88161,1988,22,161.40078,-84.25069,Found,0
LEW 88688,1988,22,161.40329,-84.27345,Found,0
EET 90396,1990,22,156.40974,-76.26553,Found,0
Tnz 023,1991,22,-0.35583,25.31222,Found,0
PCA 91369,1991,22,-69.02361,-85.65818,Found,0
QUE 97277,1997,22,168,-84,Found,0
NWA 016,1999,22,-4.33333,31.33333,Found,0
EET 99453,1999,22,157.16667,-76.18333,Found,0
QUE 99353,1999,22,168,-84,Found,0
Dho 016,2000,22,54.415,18.99333,Found,0
MET 001015,2000,22,159.75,-79.68333,Found,0
FRO 01039,2001,22,160.40722,-72.98944,Found,0
GRV 052775,2006,22,75.291944,-72.941667,Found,0
JaH 488,2008,22,56.41514,19.96825,Found,0
El MÌ©dano 064,2011,22,-70.53333,-24.85,Found,0
El MÌ©dano 062,2011,22,-70.53333,-24.85,Found,0
Meerut,1861,22,77.8,29.01667,Fell,0
Jamkheir,1866,22,75.33333,18.75,Fell,0
Witklip Farm,1918,22,30,-26,Fell,0
Y-790392,1979,21.99,35.66667,-71.5,Found,0
A-881639,1988,21.98,26,-72,Found,0
GRV 051694,2006,21.98,75.333333,-72.778611,Found,0
RaW 009,2006,21.96,58.36453,21.13663,Found,0
RaS 391,2010,21.95,55.68623,20.09443,Found,0
MET 00670,2000,21.94,155.75,-79.68333,Found,0
Y-792750,1979,21.92,35.66667,-71.5,Found,0
GRV 050121,2006,21.91,75.268889,-72.976111,Found,0
PCA 82518,1982,21.9,-68.59389,-85.65824,Found,0
ALH 85115,1985,21.9,156.52294,-76.90892,Found,0
LEW 88258,1988,21.9,161.33978,-84.28332,Found,0
HOW 88402,1988,21.9,-149.5,-87.36667,Found,0
MAC 88155,1988,21.9,160.5,-84.21667,Found,0
EET 90185,1990,21.9,156.49708,-76.27695,Found,0
EET 90858,1990,21.9,156.47994,-76.28686,Found,0
EET 90134,1990,21.9,156.46633,-76.26865,Found,0
EET 90730,1990,21.9,156.44431,-76.27292,Found,0
PCA 91242,1991,21.9,-68.5291,-85.57651,Found,0
GRO 95641,1995,21.9,175,-85.66667,Found,0
EET 96105,1996,21.9,157.16667,-76.18333,Found,0
QUE 97963,1997,21.9,168,-84,Found,0
MET 001126,2000,21.9,159.75,-79.68333,Found,0
LAP 02312,2002,21.9,-70,-86.36667,Found,0
GRV 051934,2006,21.9,75.3275,-72.78,Found,0
JaH 510,2008,21.9,55.56403,19.63498,Found,0
A-881472,1988,21.89,26,-72,Found,0
A-881734,1988,21.89,26,-72,Found,0
NWA 6795,2001,21.88,-3.08333,26.83333,Found,0
A-880960,1988,21.86,26,-72,Found,0
A-880799,1988,21.85,26,-72,Found,0
Y-790795,1979,21.84,35.66667,-71.5,Found,0
Y-74541,1974,21.83,35.66667,0,Found,0
A-882123,1988,21.83,26,-72,Found,0
A-880945,1988,21.83,26,-72,Found,0
MET 00903,2000,21.82,155.75,-79.68333,Found,0
LAP 03780,2003,21.81,-70,-86.36667,Found,0
RC 033,1968,21.8,-103.5,34.08333,Found,0
Y-74104,1974,21.8,35.66667,-71.5,Found,0
LEW 86256,1986,21.8,161.39753,-84.25478,Found,0
LEW 86382,1986,21.8,161.69362,-84.27375,Found,0
LEW 86102,1986,21.8,161.34653,-84.25945,Found,0
EET 87722,1987,21.8,157.16667,-76.18333,Found,0
FRO 90045,1990,21.8,160.43854,-72.95623,Found,0
EET 90130,1990,21.8,156.47876,-76.28116,Found,0
EET 92023,1992,21.8,156.44532,-76.04656,Found,0
QUE 94717,1994,21.8,168,-84,Found,0
QUE 97683,1997,21.8,168,-84,Found,0
QUE 97773,1997,21.8,168,-84,Found,0
QUE 99148,1999,21.8,168,-84,Found,0
QUE 99502,1999,21.8,168,-84,Found,0
A-881049,1988,21.79,26,-72,Found,0
Y-791929,1979,21.78,35.66667,-71.5,Found,0
GRV 050119,2006,21.78,75.26361,-72.97667,Found,0
Y-74593,1974,21.77,35.66667,0,Found,0
Y-86649,1986,21.77,35.66667,-71.5,Found,0
LAP 02408,2002,21.77,-70,-86.36667,Found,0
Y-86065,1986,21.74,35.66667,-71.5,Found,0
ALHA77112,1977,21.7,159.66667,-76.71667,Found,0
EET 83384,1983,21.7,157.18528,-76.26861,Found,0
LEW 85381,1985,21.7,161.34716,-84.26203,Found,0
LEW 88418,1988,21.7,161.44248,-84.23857,Found,0
LEW 88648,1988,21.7,161.3694,-84.27082,Found,0
EET 90944,1990,21.7,156.43688,-76.27406,Found,0
EET 90743,1990,21.7,156.42027,-76.27926,Found,0
EET 90243,1990,21.7,156.40377,-76.26641,Found,0
PCA 91312,1991,21.7,-68.83396,-85.68182,Found,0
QUE 97341,1997,21.7,168,-84,Found,0
MET 00857,2000,21.7,159.75,-79.68333,Found,0
Dho 950,2003,21.7,54.78167,19.325,Found,0
GRV 051562,2006,21.7,75.31944,-72.93528,Found,0
JaH 480,2008,21.7,56.43006,19.97133,Found,0
A-881255,1988,21.69,26,-72,Found,0
GRV 020700,2003,21.69,75.245556,-72.983889,Found,0
GRV 052260,2006,21.69,75.33444,-72.77611,Found,0
Y-793544,1979,21.68,35.66667,-71.5,Found,0
Y-791788,1979,21.68,35.66667,-71.5,Found,0
MET 00888,2000,21.66,155.75,-79.68333,Found,0
GRV 053542,2006,21.64,75.30833,-72.77972,Found,0
RaS 245,2005,21.63,56.19473,20.56322,Found,0
A-880241,1988,21.62,26,-72,Found,0
ALHA79024,1979,21.6,159.66667,-76.71667,Found,0
Y-790765,1979,21.6,35.66667,-71.5,Found,0
LEW 86527,1986,21.6,161.34441,-84.27542,Found,0
EET 87779,1987,21.6,156.45629,-76.28292,Found,0
A-881515,1988,21.6,26,-72,Found,0
LEW 88100,1988,21.6,161.40629,-84.25112,Found,0
EET 90179,1990,21.6,156.5056,-76.27414,Found,0
EET 90720,1990,21.6,156.44274,-76.27728,Found,0
QUE 93448,1993,21.6,168,-84,Found,0
QUE 97561,1997,21.6,168,-84,Found,0
QUE 99326,1999,21.6,168,-84,Found,0
QUE 99621,1999,21.6,168,-84,Found,0
FRO 01095,2001,21.6,160.46083,-72.95333,Found,0
Dho 961,2003,21.6,54.56333,19.39833,Found,0
Y-74103,1974,21.59,35.66667,-71.5,Found,0
Y-75143,1975,21.59,35.66667,-71.5,Found,0
A-880881,1988,21.59,26,-72,Found,0
Y-8006,1980,21.58,35.66667,-71.5,Found,0
A-881386,1988,21.57,26,-72,Found,0
Y-793584,1979,21.56,35.66667,-71.5,Found,0
Y-790258,1979,21.56,35.66667,-71.5,Found,0
FRO 03053,2003,21.54,160.46431,-72.95281,Found,0
Y-790281,1979,21.53,35.66667,-71.5,Found,0
Y-792043,1979,21.53,35.66667,-71.5,Found,0
Y-790799,1979,21.5,35.66667,-71.5,Found,0
RKPA80219,1980,21.5,158.2669,-76.24226,Found,0
ALHA81126,1981,21.5,159.35805,-76.6875,Found,0
EET 83346,1983,21.5,157.32333,-76.29,Found,0
LEW 86033,1986,21.5,161.33802,-84.2588,Found,0
LEW 86538,1986,21.5,161.41815,-84.24331,Found,0
LEW 87219,1987,21.5,161.71902,-84.27242,Found,0
ALH 87901,1987,21.5,159.3175,-76.70624,Found,0
LEW 87151,1987,21.5,161.30629,-84.3558,Found,0
EET 90952,1990,21.5,156.43809,-76.27103,Found,0
EET 90648,1990,21.5,156.43345,-76.27103,Found,0
EET 90019,1990,21.5,156.39468,-76.281,Found,0
EET 92169,1992,21.5,156.00718,-76.06034,Found,0
EET 92179,1992,21.5,155.99522,-76.06636,Found,0
FRO 95036,1995,21.5,160.505,-72.9515,Found,0
EET 96352,1996,21.5,157.16667,-76.18333,Found,0
QUE 97876,1997,21.5,168,-84,Found,0
QUE 97269,1997,21.5,168,-84,Found,0
QUE 97386,1997,21.5,168,-84,Found,0
QUE 97391,1997,21.5,168,-84,Found,0
Dho 177,2000,21.5,54.5325,19.06667,Found,0
RdDL 002,2001,21.5,-114.02437,35.65306,Found,0
Dho 1753,2011,21.5,54.46278,19.24528,Found,0
GRV 051880,2006,21.49,75.32083,-72.77889,Found,0
Y-791614,1979,21.47,35.66667,-71.5,Found,0
A-9026,1990,21.47,26,-72,Found,0
GRV 052026,2006,21.47,75.29944,-72.78167,Found,0
Y-791466,1979,21.46,35.66667,-71.5,Found,0
Y-790565,1979,21.44,35.66667,-71.5,Found,0
A-880971,1988,21.44,26,-72,Found,0
DaG 567,1997,21.44,16.06033,27.23583,Found,0
GRV 023311,2003,21.43,75.910556,-72.889444,Found,0
ALHA77023,1977,21.4,159.66667,-76.71667,Found,0
EET 87715,1987,21.4,156.44779,-76.28317,Found,0
LEW 88171,1988,21.4,161.44384,-84.23933,Found,0
EET 90755,1990,21.4,156.44997,-76.28599,Found,0
EET 90520,1990,21.4,156.46237,-76.28272,Found,0
Reid 025,1991,21.4,128.57333,-30.28667,Found,0
QUE 93483,1993,21.4,168,-84,Found,0
QUE 93069,1993,21.4,162.56573,-84.57651,Found,0
EET 96178,1996,21.4,157.16667,-76.18333,Found,0
FRO 97013,1997,21.4,160.44611,-72.95361,Found,0
QUE 99066,1999,21.4,168,-84,Found,0
MET 00933,2000,21.4,159.75,-79.68333,Found,0
Little Ash Creek,2001,21.4,-112.02833,34.38667,Found,0
GRV 022133,2003,21.37,75.31361,-72.77889,Found,0
A-87254,1987,21.33,26,-72,Found,0
A-880834,1988,21.32,26,-72,Found,0
GRV 050401,2006,21.32,75.29028,-72.98306,Found,0
Y-793233,1979,21.31,35.66667,-71.5,Found,0
LEW 86339,1986,21.3,161.4121,-84.27052,Found,0
LEW 88207,1988,21.3,161.39021,-84.24786,Found,0
LEW 88204,1988,21.3,161.41655,-84.24796,Found,0
LEW 88351,1988,21.3,161.38569,-84.26916,Found,0
EET 90160,1990,21.3,156.49686,-76.28279,Found,0
EET 90845,1990,21.3,156.48952,-76.27793,Found,0
EET 90183,1990,21.3,156.47846,-76.28298,Found,0
EET 90556,1990,21.3,156.43256,-76.28314,Found,0
EET 90315,1990,21.3,156.42289,-76.28788,Found,0
PCA 91473,1991,21.3,-68.32525,-85.66443,Found,0
RKP 92411,1992,21.3,158.32857,-76.23116,Found,0
QUE 93464,1993,21.3,168,-84,Found,0
QUE 93246,1993,21.3,162.20598,-84.59784,Found,0
QUE 94758,1994,21.3,168,-84,Found,0
QUE 971020,1997,21.3,168,-84,Found,0
QUE 99117,1999,21.3,168,-84,Found,0
MET 00867,2000,21.3,159.75,-79.68333,Found,0
MET 01251,2001,21.3,159.75,-79.68333,Found,0
GRV 020566,2003,21.3,75.251111,-72.983333,Found,0
CyDL 277,2006,21.3,-116.7637,35.0742,Found,0
A-87288,1987,21.26,26,-72,Found,0
A-881597,1988,21.25,26,-72,Found,0
A-881339,1988,21.25,26,-72,Found,0
MET 00785,2000,21.25,155.75,-79.68333,Found,0
GRV 022452,2003,21.25,75.32861,-72.77333,Found,0
Y-86749,1986,21.24,35.66667,-71.5,Found,0
Y-792937,1979,21.23,35.66667,-71.5,Found,0
Y-790770,1979,21.2,35.66667,-71.5,Found,0
LEW 85428,1985,21.2,161.35196,-84.25942,Found,0
LEW 85461,1985,21.2,161.34146,-84.28659,Found,0
EET 87611,1987,21.2,156.5146,-76.27304,Found,0
EET 90036,1990,21.2,156.41939,-76.27931,Found,0
QUE 93211,1993,21.2,162.08713,-84.57566,Found,0
GRO 95628,1995,21.2,175,-85.66667,Found,0
QUE 97620,1997,21.2,168,-84,Found,0
QUE 97992,1997,21.2,168,-84,Found,0
GRA 98154,1998,21.2,-141.5,-86.71667,Found,0
QUE 99244,1999,21.2,168,-84,Found,0
MET 00818,2000,21.2,159.75,-79.68333,Found,0
PCA 02014,2002,21.2,-68.7,-85.63333,Found,0
JaH 361,2003,21.2,55.56208,19.29038,Found,0
GRV 020060,2003,21.2,75.2,-72.99306,Found,0
GRV 052676,2006,21.19,75.3225,-72.77833,Found,0
GRV 052319,2006,21.18,75.31972,-72.78,Found,0
Y-75123,1975,21.17,35.66667,-71.5,Found,0
A-880654,1988,21.16,26,-72,Found,0
GRV 022147,2003,21.15,75.31361,-72.77889,Found,0
A-87027,1987,21.14,26,-72,Found,0
Y-790387,1979,21.13,35.66667,-71.5,Found,0
Y-794080,1979,21.11,35.66667,-71.5,Found,0
ALHA81145,1981,21.1,159.29195,-76.69167,Found,0
LEW 86540,1986,21.1,161.35133,-84.27121,Found,0
LEW 86531,1986,21.1,161.35767,-84.2701,Found,0
LEW 88160,1988,21.1,161.41703,-84.25087,Found,0
ALH 88043,1988,21.1,158.73966,-76.72216,Found,0
EET 90069,1990,21.1,156.46517,-76.26903,Found,0
EET 90733,1990,21.1,156.4385,-76.27239,Found,0
EET 90310,1990,21.1,156.42746,-76.28496,Found,0
EET 96106,1996,21.1,157.16667,-76.18333,Found,0
QUE 97754,1997,21.1,168,-84,Found,0
MET 01098,2001,21.1,159.75,-79.68333,Found,0
Y-8421,1984,21.08,35.66667,-71.5,Found,0
A-880906,1988,21.07,26,-72,Found,0
Y-82033,1982,21.06,35.66667,-71.5,Found,0
SJ 010,2007,21.06,-69.867333,-25.447667,Found,0
Yabrin 003,2008,21.048,48.62988,23.31522,Found,0
MET 00823,2000,21.02,155.75,-79.68333,Found,0
GRV 022155,2003,21.02,75.31361,-72.77889,Found,0
GRV 021680,2003,21.01,75.34083,-72.77722,Found,0
Hatfield,1941,21,-94.45,34.48333,Found,0
A-880943,1988,21,26,-72,Found,0
ALH 88044,1988,21,159.34901,-76.68656,Found,0
LEW 88225,1988,21,161.42737,-84.23236,Found,0
FRO 90075,1990,21,160.44301,-72.95364,Found,0
HaH 030,1990,21,12.83333,28.76667,Found,0
EET 90223,1990,21,156.49837,-76.27901,Found,0
EET 90603,1990,21,156.41035,-76.27252,Found,0
PCA 91259,1991,21,-68.52967,-85.59112,Found,0
EET 92121,1992,21,156.42619,-76.04884,Found,0
QUE 93431,1993,21,168,-84,Found,0
QUE 93243,1993,21,162.61502,-84.57949,Found,0
QUE 971006,1997,21,168,-84,Found,0
DaG 495,1997,21,16.3835,27.20183,Found,0
DaG 541,1997,21,16.287,27.186,Found,0
QUE 97913,1997,21,168,-84,Found,0
QUE 97943,1997,21,168,-84,Found,0
GRA 98170,1998,21,-141.5,-86.71667,Found,0
DaG 845,1999,21,16.05633,27.08083,Found,0
DaG 728,1999,21,16.41667,27,Found,0
DaG 679,1999,21,16.46667,26.95,Found,0
MET 001089,2000,21,159.75,-79.68333,Found,0
MET 00844,2000,21,159.75,-79.68333,Found,0
LV 025,2003,21,-116.93545,34.51087,Found,0
NWA 6760,2003,21,-12.25,25.5,Found,0
BiZ 009,2008,21,10.18961,31.92644,Found,0
BiZ 006,2008,21,10.19528,31.89831,Found,0
UAE 012,2009,21,55.18317,22.86056,Found,0
Y-74424,1974,20.99,35.66667,0,Found,0
RdDL 073,2012,20.99,-114.06,35.67,Found,0
Y-792867,1979,20.96,35.66667,-71.5,Found,0
MET 00902,2000,20.95,155.75,-79.68333,Found,0
Y-792131,1979,20.94,35.66667,-71.5,Found,0
MET 00897,2000,20.94,155.75,-79.68333,Found,0
GRV 051586,2006,20.94,75.32,-72.93528,Found,0
Y-74051,1974,20.93,35.66667,-71.5,Found,0
GRV 051764,2006,20.92,75.3175,-72.77861,Found,0
GRV 99009,2000,20.91,75.2,-73.08333,Found,0
Y-74174,1974,20.9,35.66667,-71.5,Found,0
ALHA78165,1978,20.9,159.66667,-76.71667,Found,0
ALHA78170,1978,20.9,159.66667,-76.71667,Found,0
ALHA81122,1981,20.9,159.40333,-76.70139,Found,0
ALH 84208,1984,20.9,156.93099,-76.96206,Found,0
MAC 88101,1988,20.9,160.5,-84.21667,Found,0
EET 90678,1990,20.9,156.44915,-76.26638,Found,0
EET 90798,1990,20.9,156.44404,-76.28535,Found,0
EET 90518,1990,20.9,156.44125,-76.28516,Found,0
PCA 91078,1991,20.9,-68.7454,-85.67956,Found,0
PCA 91123,1991,20.9,-68.58659,-85.66496,Found,0
QUE 93672,1993,20.9,168,-84,Found,0
QUE 97285,1997,20.9,168,-84,Found,0
QUE 97141,1997,20.9,168,-84,Found,0
EET 99429,1999,20.9,157.16667,-76.18333,Found,0
PCA 01023,2002,20.9,-68.60317,-85.65317,Found,0
PCA 01020,2002,20.9,-68.79067,-85.68567,Found,0
Dho 1751,,20.9,54.5875,19.2025,Found,0
A-881665,1988,20.89,26,-72,Found,0
Dho 999,2001,20.89,54.15067,18.26817,Found,0
Y-791494,1979,20.88,35.66667,-71.5,Found,0
Y-790055,1979,20.87,35.66667,-71.5,Found,0
MAC 02488,2002,20.86,160.5,-84.21667,Found,0
Y-790960,1979,20.82,35.66667,-71.5,Found,0
ALHA77117,1977,20.8,159.66667,-76.71667,Found,0
LEW 86473,1986,20.8,161.40626,-84.26487,Found,0
LEW 87202,1987,20.8,161.71645,-84.27257,Found,0
EET 87787,1987,20.8,157.16667,-76.18333,Found,0
EET 90014,1990,20.8,156.43303,-76.28547,Found,0
Gheriat 001,1990,20.8,12.30667,30.65833,Found,0
PCA 91254,1991,20.8,-68.5966,-85.65823,Found,0
PCA 91361,1991,20.8,-68.7,-85.63333,Found,0
PCA 91128,1991,20.8,-68.37618,-85.56341,Found,0
QUE 93164,1993,20.8,162.56637,-84.57586,Found,0
QUE 94600,1994,20.8,168,-84,Found,0
QUE 97092,1997,20.8,168,-84,Found,0
QUE 97139,1997,20.8,168,-84,Found,0
GRA 98091,1998,20.8,-141.5,-86.71667,Found,0
JaH 249,2005,20.8,56.42015,19.9767,Found,0
GRV 052076,2006,20.79,75.33611,-72.77556,Found,0
A-880287,1988,20.78,26,-72,Found,0
UaS 022,2010,20.78,55.52492,21.13823,Found,0
PCA 02051,2002,20.76,-68.7,-85.63333,Found,0
LAP 02252,2002,20.76,-70,-86.36667,Found,0
A-87012,1987,20.75,26,-72,Found,0
MET 00896,2000,20.75,155.75,-79.68333,Found,0
LAP 02249,2002,20.74,-70,-86.36667,Found,0
Y-791744,1979,20.73,35.66667,-71.5,Found,0
A-881671,1988,20.73,26,-72,Found,0
Y-792508,1979,20.71,35.66667,-71.5,Found,0
Y-790796,1979,20.71,35.66667,-71.5,Found,0
GRV 051882,2006,20.71,75.32778,-72.77972,Found,0
Y-75281,1975,20.7,35.66667,-71.5,Found,0
ALHA81133,1981,20.7,159.39194,-76.69389,Found,0
ALH 83033,1983,20.7,159.38472,-76.69167,Found,0
LEW 85435,1985,20.7,161.39572,-84.28076,Found,0
ALH 85109,1985,20.7,159.39232,-76.70592,Found,0
LEW 86330,1986,20.7,161.68889,-84.27382,Found,0
LEW 86166,1986,20.7,161.34346,-84.25687,Found,0
LEW 87203,1987,20.7,161.69498,-84.27359,Found,0
LEW 87137,1987,20.7,161.40915,-84.25359,Found,0
ALH 88046,1988,20.7,159.15043,-76.71162,Found,0
MAC 88186,1988,20.7,160.5,-84.21667,Found,0
PCA 91314,1991,20.7,-69.07062,-85.67864,Found,0
PCA 91226,1991,20.7,-68.73714,-85.67968,Found,0
PCA 91388,1991,20.7,-69.01495,-85.6927,Found,0
QUE 93299,1993,20.7,168,-84,Found,0
QUE 94397,1994,20.7,168,-84,Found,0
GRO 95657,1995,20.7,175,-85.66667,Found,0
EET 96298,1996,20.7,157.16667,-76.18333,Found,0
QUE 97197,1997,20.7,168,-84,Found,0
GRA 98092,1998,20.7,-141.5,-86.71667,Found,0
MET 001030,2000,20.7,159.75,-79.68333,Found,0
MET 00404,2000,20.7,155.75,-79.68333,Found,0
MET 01100,2001,20.7,159.75,-79.68333,Found,0
PCA 01022,2002,20.7,-68.60183,-85.6755,Found,0
Shiï¿½ï¿½r 147,2007,20.7,53.99695,18.25087,Found,0
Tieret 006,2009,20.7,10.05499,30.97153,Found,0
A-881783,1988,20.69,26,-72,Found,0
Y-792015,1979,20.68,35.66667,-71.5,Found,0
A-881291,1988,20.68,26,-72,Found,0
Y-791324,1979,20.67,35.66667,-71.5,Found,0
GRV 022146,2003,20.67,75.31361,-72.77889,Found,0
Y-790566,1979,20.66,35.66667,-71.5,Found,0
FRO 03005,2004,20.66,160.38425,-72.95514,Found,0
A-87290,1987,20.64,26,-72,Found,0
BTN 00310,2000,20.61,153.5,-80.25,Found,0
Y-792766,1979,20.6,35.66667,-71.5,Found,0
Y-793546,1979,20.6,35.66667,-71.5,Found,0
ALH 85119,1985,20.6,156.17453,-76.83338,Found,0
LEW 86092,1986,20.6,161.39688,-84.25813,Found,0
LEW 87290,1987,20.6,161.71826,-84.27236,Found,0
MAC 88184,1988,20.6,160.5,-84.21667,Found,0
ALH 88047,1988,20.6,159.30934,-76.70061,Found,0
LEW 88077,1988,20.6,161.40661,-84.24496,Found,0
ALH 88048,1988,20.6,159.3436,-76.68947,Found,0
EET 90959,1990,20.6,156.44138,-76.27537,Found,0
FRO 90073,1990,20.6,160.46457,-72.95563,Found,0
EET 90574,1990,20.6,156.43566,-76.27064,Found,0
EET 90132,1990,20.6,156.42007,-76.27821,Found,0
EET 90384,1990,20.6,156.41334,-76.27591,Found,0
QUE 93250,1993,20.6,162.2402,-84.59153,Found,0
QUE 97749,1997,20.6,168,-84,Found,0
QUE 97200,1997,20.6,168,-84,Found,0
QUE 97201,1997,20.6,168,-84,Found,0
QUE 97678,1997,20.6,168,-84,Found,0
GRA 98075,1998,20.6,-141.5,-86.71667,Found,0
QUE 99642,1999,20.6,168,-84,Found,0
MET 01264,2001,20.6,159.75,-79.68333,Found,0
Y-74422,1974,20.58,35.66667,0,Found,0
Y-792783,1979,20.58,35.66667,-71.5,Found,0
A-880923,1988,20.58,26,-72,Found,0
MET 00649,2000,20.58,155.75,-79.68333,Found,0
Y-791590,1979,20.57,35.66667,-71.5,Found,0
A-881858,1988,20.56,26,-72,Found,0
Y-791368,1979,20.55,35.66667,-71.5,Found,0
A-880860,1988,20.55,26,-72,Found,0
GRV 052040,2006,20.55,75.31806,-72.77833,Found,0
Y-793577,1979,20.53,35.66667,-71.5,Found,0
A-87255,1987,20.53,26,-72,Found,0
A-880214,1988,20.53,26,-72,Found,0
A-881173,1988,20.51,26,-72,Found,0
Guadaloupe County,1950,20.5,-98,29.5,Found,0
Y-75297,1975,20.5,35.66667,-71.5,Found,0
ALHA77047,1977,20.5,159.66667,-76.71667,Found,0
LEW 88194,1988,20.5,161.34894,-84.27985,Found,0
EET 90210,1990,20.5,156.4869,-76.28583,Found,0
PCA 91374,1991,20.5,-68.34139,-85.68822,Found,0
PCA 91234,1991,20.5,-68.17794,-85.68353,Found,0
QUE 94275,1994,20.5,168,-84,Found,0
QUE 94635,1994,20.5,168,-84,Found,0
Hualapai Wash 021,1997,20.5,-114.192,35.8895,Found,0
FRO 97027,1997,20.5,160.51778,-72.95222,Found,0
QUE 97102,1997,20.5,168,-84,Found,0
QUE 97405,1997,20.5,168,-84,Found,0
QUE 97446,1997,20.5,168,-84,Found,0
QUE 97863,1997,20.5,168,-84,Found,0
QUE 97864,1997,20.5,168,-84,Found,0
QUE 97979,1997,20.5,168,-84,Found,0
QUE 99128,1999,20.5,168,-84,Found,0
QUE 99129,1999,20.5,168,-84,Found,0
MET 00708,2000,20.5,159.75,-79.68333,Found,0
MET 01248,2001,20.5,159.75,-79.68333,Found,0
El MÌ©dano 134,2011,20.5,-70.53333,-24.85,Found,0
El MÌ©dano 142,2011,20.5,-70.53333,-24.85,Found,0
Y-793543,1979,20.49,35.66667,-71.5,Found,0
GRV 051537,2006,20.49,75.255556,-73.017222,Found,0
Y-86069,1986,20.48,35.66667,-71.5,Found,0
A-880888,1988,20.47,26,-72,Found,0
Y-74551,1974,20.46,35.66667,0,Found,0
Y-791233,1979,20.46,35.66667,-71.5,Found,0
Y-74644,1974,20.45,35.66667,-71.5,Found,0
Dho 790,2001,20.45,54.52197,19.06632,Found,0
MET 00633,2000,20.44,155.75,-79.68333,Found,0
Y-8003,1980,20.43,35.66667,-71.5,Found,0
GRV 051706,2006,20.43,75.326389,-72.780278,Found,0
